43.0,22.0,1013.0
43.0,22.0,1013.0
44.0,23.0,1012.0
43.0,22.0,1013.0
43.0,20.0,1014.0
46.0,24.0,1014.0
44.0,22.0,1014.0
44.0,22.0,1014.0
45.0,22.0,1014.0
43.0,23.0,1015.0
44.0,23.0,1014.0
44.0,22.0,1014.0
44.0,23.0,1014.0
43.0,22.0,1013.0
44.0,23.0,1014.0
44.0,22.0,1015.0
44.0,22.0,1014.0
44.0,22.0,1012.0
44.0,21.0,1011.0
44.0,22.0,1011.0
44.0,22.0,1011.0
44.0,22.0,1011.0
43.0,22.0,1011.0
44.0,22.0,1011.0
43.0,22.0,1010.0
44.0,22.0,1012.0
43.0,22.0,1011.0
44.0,21.0,1011.0
44.0,22.0,1012.0
45.0,23.0,1012.0
44.0,23.0,1012.0
43.0,22.0,1011.0
43.0,23.0,1013.0
44.0,22.0,1011.0
43.0,22.0,1013.0
42.0,21.0,1012.0
45.0,23.0,1013.0
44.0,22.0,1012.0
43.0,22.0,1012.0
43.0,22.0,1012.0
44.0,23.0,1013.0
44.0,22.0,1013.0
44.0,22.0,1012.0
44.0,22.0,1012.0
44.0,23.0,1009.0
44.0,22.0,1011.0
44.0,22.0,1012.0
44.0,22.0,1010.0
44.0,22.0,1010.0
44.0,22.0,1011.0
43.0,22.0,1010.0
44.0,22.0,1010.0
44.0,22.0,1010.0
44.0,22.0,1011.0
44.0,22.0,1011.0
43.0,21.0,1012.0
44.0,22.0,1013.0
44.0,23.0,1013.0
44.0,22.0,1014.0
44.0,22.0,1013.0
45.0,22.0,1014.0
44.0,22.0,1013.0
44.0,22.0,1014.0
44.0,23.0,1014.0
44.0,23.0,1013.0
44.0,21.0,1013.0
44.0,22.0,1014.0
44.0,23.0,1014.0
43.0,22.0,1011.0
44.0,22.0,1012.0
43.0,21.0,1012.0
43.0,23.0,1013.0
43.0,21.0,1012.0
42.0,22.0,1012.0
42.0,22.0,1013.0
43.0,22.0,1012.0
43.0,22.0,1011.0
41.0,21.0,1012.0
43.0,22.0,1011.0
42.0,23.0,1012.0
43.0,22.0,1013.0
42.0,22.0,1012.0
42.0,21.0,1011.0
44.0,22.0,1011.0
43.0,22.0,1012.0
43.0,21.0,1011.0
43.0,23.0,1012.0
43.0,21.0,1012.0
44.0,22.0,1011.0
43.0,22.0,1013.0
44.0,23.0,1012.0
44.0,22.0,1012.0
43.0,22.0,1011.0
44.0,23.0,1012.0
42.0,21.0,1011.0
43.0,22.0,1011.0
44.0,23.0,1011.0
44.0,21.0,1010.0
43.0,21.0,1009.0
43.0,22.0,1010.0
43.0,22.0,1010.0
44.0,22.0,1011.0
43.0,21.0,1010.0
44.0,22.0,1009.0
44.0,22.0,1010.0
43.0,23.0,1010.0
44.0,22.0,1009.0
44.0,21.0,1009.0
44.0,22.0,1009.0
44.0,21.0,1009.0
43.0,22.0,1009.0
44.0,22.0,1008.0
44.0,22.0,1009.0
44.0,22.0,1009.0
44.0,21.0,1009.0
44.0,21.0,1010.0
44.0,22.0,1010.0
44.0,22.0,1009.0
45.0,23.0,1010.0
44.0,21.0,1010.0
43.0,21.0,1010.0
43.0,22.0,1010.0
44.0,23.0,1011.0
43.0,21.0,1010.0
43.0,21.0,1010.0
43.0,21.0,1011.0
44.0,22.0,1011.0
43.0,22.0,1009.0
44.0,21.0,1011.0
42.0,21.0,1010.0
44.0,22.0,1012.0
44.0,21.0,1012.0
43.0,21.0,1012.0
44.0,22.0,1013.0
43.0,22.0,1011.0
44.0,21.0,1011.0
43.0,22.0,1013.0
42.0,21.0,1011.0
42.0,21.0,1011.0
44.0,22.0,1011.0
44.0,22.0,1011.0
43.0,21.0,1009.0
42.0,21.0,1011.0
43.0,21.0,1010.0
43.0,21.0,1010.0
44.0,22.0,1010.0
43.0,20.0,1010.0
43.0,21.0,1010.0
43.0,21.0,1010.0
44.0,23.0,1011.0
44.0,21.0,1009.0
42.0,21.0,1010.0
43.0,21.0,1010.0
44.0,22.0,1010.0
45.0,22.0,1010.0
44.0,21.0,1010.0
44.0,20.0,1009.0
44.0,21.0,1010.0
43.0,21.0,1010.0
44.0,22.0,1010.0
43.0,21.0,1009.0
44.0,21.0,1011.0
45.0,22.0,1011.0
44.0,21.0,1011.0
43.0,21.0,1009.0
42.0,17.0,1011.0
46.0,26.0,1010.0
46.0,23.0,1009.0
44.0,23.0,1011.0
45.0,24.0,1010.0
43.0,21.0,1011.0
45.0,24.0,1010.0
46.0,26.0,1010.0
46.0,25.0,1011.0
43.0,22.0,1011.0
42.0,19.0,1011.0
43.0,20.0,1012.0
43.0,21.0,1010.0
45.0,26.0,1009.0
41.0,19.0,1011.0
42.0,19.0,1010.0
42.0,21.0,1011.0
44.0,-15.0,1015.0
60.0,32.0,1014.0
48.0,27.0,1011.0
45.0,24.0,1011.0
45.0,25.0,1010.0
46.0,25.0,1011.0
44.0,30.0,1012.0
49.0,29.0,1011.0
48.0,27.0,1011.0
47.0,23.0,1011.0
47.0,29.0,1011.0
46.0,25.0,1010.0
47.0,27.0,1011.0
47.0,26.0,1010.0
46.0,26.0,1010.0
47.0,27.0,1009.0
47.0,27.0,1010.0
56.0,31.0,1012.0
47.0,27.0,1009.0
45.0,25.0,1010.0
46.0,26.0,1009.0
46.0,24.0,1009.0
45.0,25.0,1009.0
45.0,24.0,1008.0
45.0,24.0,1008.0
46.0,25.0,1008.0
45.0,25.0,1009.0
46.0,23.0,1008.0
45.0,23.0,1009.0
48.0,28.0,1008.0
46.0,25.0,1009.0
46.0,24.0,1009.0
44.0,24.0,1009.0
46.0,26.0,1009.0
45.0,24.0,1010.0
46.0,24.0,1010.0
46.0,25.0,1009.0
45.0,23.0,1009.0
47.0,28.0,1011.0
36.0,14.0,1006.0
50.0,70.0,1006.0
68.0,29.0,1015.0
70.0,27.0,1003.0
52.0,73.0,1031.0
-20.0,17.0,952.0
17.0,45.0,1009.0
49.0,32.0,1014.0
52.0,31.0,1014.0
50.0,32.0,1013.0
53.0,34.0,1013.0
50.0,31.0,1013.0
50.0,32.0,1012.0
51.0,32.0,1013.0
51.0,33.0,1011.0
50.0,32.0,1013.0
51.0,33.0,1010.0
52.0,32.0,1012.0
48.0,30.0,1010.0
48.0,30.0,1009.0
49.0,31.0,1010.0
50.0,32.0,1010.0
49.0,30.0,1010.0
49.0,30.0,1009.0
50.0,31.0,1011.0
51.0,32.0,1010.0
52.0,31.0,1011.0
49.0,31.0,1011.0
51.0,31.0,1010.0
50.0,32.0,1011.0
50.0,30.0,1010.0
50.0,29.0,1011.0
50.0,31.0,1011.0
50.0,33.0,1011.0
49.0,30.0,1009.0
49.0,30.0,1011.0
50.0,32.0,1011.0
50.0,32.0,1011.0
50.0,31.0,1012.0
50.0,30.0,1012.0
49.0,30.0,1010.0
50.0,31.0,1012.0
50.0,35.0,1011.0
50.0,33.0,1011.0
52.0,28.0,1012.0
49.0,30.0,1011.0
51.0,33.0,1012.0
50.0,31.0,1012.0
49.0,31.0,1012.0
45.0,26.0,1009.0
49.0,30.0,1010.0
50.0,30.0,1009.0
50.0,31.0,1010.0
49.0,30.0,1010.0
49.0,30.0,1010.0
49.0,30.0,1009.0
52.0,33.0,1010.0
50.0,31.0,1010.0
51.0,32.0,1009.0
51.0,32.0,1011.0
52.0,32.0,1010.0
51.0,30.0,1010.0
51.0,33.0,1011.0
51.0,30.0,1011.0
49.0,29.0,1011.0
49.0,29.0,1011.0
49.0,32.0,1010.0
51.0,32.0,1012.0
48.0,27.0,1012.0
48.0,28.0,1010.0
48.0,28.0,1010.0
48.0,29.0,1011.0
49.0,30.0,1011.0
48.0,27.0,1010.0
49.0,29.0,1011.0
49.0,31.0,1011.0
47.0,26.0,1010.0
30.0,35.0,1008.0
52.0,33.0,1011.0
44.0,23.0,1009.0
48.0,27.0,1011.0
47.0,25.0,1010.0
46.0,27.0,1011.0
47.0,28.0,1011.0
48.0,29.0,1010.0
46.0,26.0,1010.0
46.0,26.0,1011.0
47.0,29.0,1010.0
46.0,26.0,1012.0
47.0,25.0,1012.0
47.0,27.0,1012.0
46.0,27.0,1012.0
48.0,28.0,1012.0
47.0,26.0,1012.0
47.0,27.0,1013.0
44.0,26.0,1012.0
48.0,29.0,1013.0
47.0,26.0,1012.0
46.0,25.0,1012.0
47.0,27.0,1012.0
47.0,26.0,1011.0
46.0,26.0,1011.0
46.0,26.0,1009.0
46.0,26.0,1010.0
46.0,26.0,1010.0
46.0,26.0,1010.0
46.0,26.0,1010.0
47.0,26.0,1011.0
45.0,26.0,1009.0
46.0,26.0,1012.0
46.0,26.0,1011.0
47.0,26.0,1012.0
47.0,27.0,1013.0
48.0,27.0,1013.0
45.0,21.0,1010.0
49.0,30.0,1014.0
44.0,22.0,1012.0
47.0,25.0,1013.0
47.0,26.0,1014.0
47.0,27.0,1013.0
46.0,26.0,1014.0
47.0,26.0,1013.0
47.0,28.0,1013.0
47.0,27.0,1013.0
46.0,26.0,1013.0
47.0,26.0,1012.0
47.0,27.0,1012.0
47.0,25.0,1012.0
48.0,24.0,1013.0
49.0,24.0,1011.0
49.0,28.0,1012.0
50.0,30.0,1011.0
53.0,21.0,1009.0
49.0,24.0,1008.0
47.0,31.0,1008.0
51.0,25.0,1010.0
51.0,16.0,1015.0
50.0,24.0,1015.0
45.0,27.0,1012.0
47.0,26.0,1016.0
49.0,25.0,1015.0
48.0,26.0,1016.0
47.0,24.0,1015.0
45.0,23.0,1013.0
48.0,26.0,1015.0
48.0,26.0,1015.0
48.0,25.0,1016.0
47.0,24.0,1013.0
47.0,24.0,1014.0
47.0,26.0,1016.0
46.0,26.0,1015.0
45.0,25.0,1016.0
45.0,24.0,1013.0
43.0,25.0,1014.0
44.0,24.0,1013.0
44.0,25.0,1013.0
44.0,24.0,1012.0
44.0,25.0,1010.0
45.0,25.0,1013.0
44.0,23.0,1012.0
44.0,24.0,1011.0
45.0,25.0,1012.0
46.0,24.0,1013.0
46.0,24.0,1013.0
45.0,25.0,1012.0
45.0,25.0,1013.0
46.0,24.0,1013.0
46.0,23.0,1012.0
45.0,25.0,1012.0
45.0,25.0,1011.0
45.0,23.0,1012.0
45.0,22.0,1012.0
45.0,23.0,1010.0
45.0,28.0,1011.0
44.0,23.0,1010.0
46.0,21.0,1010.0
43.0,24.0,1012.0
40.0,27.0,1010.0
46.0,26.0,1012.0
47.0,27.0,1013.0
43.0,24.0,1010.0
43.0,24.0,1013.0
45.0,27.0,1014.0
47.0,25.0,1014.0
45.0,22.0,1012.0
44.0,25.0,1011.0
45.0,26.0,1011.0
46.0,25.0,1011.0
46.0,24.0,1012.0
50.0,31.0,1013.0
45.0,27.0,1013.0
46.0,24.0,1013.0
48.0,25.0,1014.0
48.0,26.0,1015.0
47.0,25.0,1011.0
48.0,24.0,1014.0
46.0,24.0,1013.0
47.0,25.0,1015.0
47.0,24.0,1015.0
46.0,25.0,1015.0
46.0,25.0,1016.0
45.0,23.0,1015.0
46.0,25.0,1014.0
45.0,24.0,1014.0
45.0,24.0,1015.0
45.0,25.0,1014.0
45.0,26.0,1014.0
45.0,24.0,1013.0
45.0,26.0,1014.0
46.0,26.0,1014.0
47.0,28.0,1014.0
51.0,56.0,1009.0
49.0,66.0,1003.0
86.0,52.0,1018.0
54.0,29.0,972.0
52.0,43.0,1011.0
53.0,46.0,1011.0
54.0,40.0,1010.0
52.0,43.0,1012.0
55.0,37.0,1014.0
54.0,32.0,1012.0
46.0,22.0,1013.0
48.0,29.0,1013.0
46.0,23.0,1012.0
49.0,27.0,1013.0
48.0,27.0,1012.0
47.0,22.0,1012.0
46.0,22.0,1012.0
48.0,26.0,1011.0
47.0,25.0,1012.0
47.0,25.0,1011.0
47.0,26.0,1012.0
46.0,25.0,1012.0
48.0,25.0,1014.0
48.0,26.0,1012.0
48.0,25.0,1012.0
48.0,26.0,1012.0
47.0,25.0,1012.0
49.0,25.0,1012.0
46.0,23.0,1012.0
47.0,25.0,1012.0
46.0,26.0,1012.0
47.0,25.0,1012.0
48.0,26.0,1011.0
49.0,22.0,1012.0
46.0,24.0,1013.0
47.0,25.0,1010.0
48.0,27.0,1011.0
48.0,26.0,1012.0
47.0,25.0,1012.0
48.0,24.0,1012.0
45.0,20.0,1012.0
46.0,24.0,1013.0
46.0,24.0,1013.0
49.0,28.0,1014.0
47.0,25.0,1014.0
46.0,24.0,1013.0
46.0,25.0,1013.0
46.0,26.0,1013.0
47.0,26.0,1014.0
47.0,26.0,1012.0
46.0,25.0,1013.0
47.0,25.0,1012.0
47.0,25.0,1012.0
46.0,24.0,1013.0
47.0,24.0,1013.0
46.0,23.0,1012.0
46.0,24.0,1012.0
45.0,25.0,1013.0
45.0,25.0,1012.0
45.0,24.0,1011.0
46.0,24.0,1011.0
46.0,25.0,1011.0
46.0,24.0,1012.0
46.0,24.0,1011.0
46.0,24.0,1012.0
48.0,25.0,1011.0
47.0,24.0,1011.0
46.0,24.0,1011.0
46.0,24.0,1012.0
47.0,24.0,1011.0
46.0,24.0,1011.0
50.0,25.0,1011.0
46.0,24.0,1011.0
46.0,23.0,1009.0
46.0,23.0,1009.0
47.0,25.0,1011.0
47.0,25.0,1013.0
45.0,23.0,1012.0
46.0,23.0,1012.0
47.0,25.0,1013.0
46.0,24.0,1013.0
46.0,23.0,1013.0
46.0,24.0,1014.0
47.0,26.0,1014.0
46.0,23.0,1012.0
47.0,24.0,1012.0
46.0,24.0,1013.0
45.0,23.0,1012.0
46.0,24.0,1013.0
46.0,23.0,1011.0
46.0,24.0,1012.0
45.0,23.0,1011.0
46.0,23.0,1011.0
48.0,24.0,1011.0
46.0,24.0,1012.0
46.0,23.0,1012.0
46.0,24.0,1011.0
46.0,24.0,1013.0
45.0,23.0,1012.0
46.0,24.0,1014.0
45.0,24.0,1012.0
47.0,24.0,1013.0
47.0,24.0,1012.0
46.0,23.0,1011.0
46.0,23.0,1011.0
46.0,24.0,1012.0
45.0,23.0,1013.0
46.0,24.0,1011.0
46.0,23.0,1011.0
46.0,23.0,1012.0
46.0,24.0,1012.0
45.0,23.0,1011.0
45.0,23.0,1010.0
46.0,24.0,1010.0
46.0,24.0,1010.0
45.0,23.0,1009.0
45.0,24.0,1008.0
46.0,24.0,1009.0
45.0,25.0,1010.0
46.0,24.0,1012.0
45.0,24.0,1010.0
46.0,23.0,1012.0
47.0,23.0,1011.0
47.0,24.0,1013.0
47.0,23.0,1012.0
47.0,22.0,1011.0
47.0,23.0,1011.0
46.0,25.0,1013.0
47.0,25.0,1013.0
47.0,22.0,1014.0
46.0,24.0,1014.0
45.0,22.0,1014.0
48.0,25.0,1014.0
46.0,23.0,1013.0
45.0,23.0,1013.0
47.0,23.0,1012.0
46.0,23.0,1012.0
47.0,23.0,1012.0
45.0,24.0,1012.0
45.0,22.0,1012.0
46.0,24.0,1012.0
45.0,23.0,1012.0
46.0,25.0,1012.0
45.0,23.0,1012.0
45.0,23.0,1013.0
46.0,24.0,1013.0
46.0,21.0,1012.0
45.0,23.0,1014.0
44.0,24.0,1013.0
45.0,22.0,1013.0
46.0,23.0,1014.0
46.0,23.0,1013.0
45.0,23.0,1012.0
46.0,23.0,1013.0
46.0,24.0,1012.0
46.0,24.0,1012.0
46.0,23.0,1012.0
46.0,23.0,1012.0
43.0,23.0,1011.0
46.0,25.0,1013.0
47.0,26.0,1011.0
45.0,23.0,1010.0
49.0,20.0,1012.0
57.0,38.0,1006.0
51.0,46.0,1010.0
70.0,-23.0,1023.0
55.0,48.0,1011.0
53.0,59.0,1008.0
53.0,45.0,1009.0
55.0,45.0,1010.0
53.0,47.0,1010.0
55.0,48.0,1010.0
55.0,40.0,1009.0
54.0,42.0,1011.0
53.0,40.0,1011.0
52.0,43.0,1011.0
54.0,42.0,1008.0
54.0,35.0,1010.0
53.0,37.0,1010.0
54.0,38.0,1011.0
53.0,38.0,1010.0
53.0,36.0,1011.0
54.0,35.0,1012.0
52.0,36.0,1012.0
54.0,36.0,1013.0
54.0,36.0,1014.0
53.0,38.0,1013.0
54.0,37.0,1014.0
53.0,38.0,1015.0
53.0,35.0,1015.0
53.0,36.0,1012.0
52.0,38.0,1012.0
61.0,14.0,1012.0
43.0,29.0,1012.0
43.0,21.0,1013.0
45.0,22.0,1010.0
47.0,25.0,1013.0
47.0,25.0,1011.0
47.0,24.0,1011.0
46.0,23.0,1009.0
46.0,25.0,1009.0
46.0,24.0,1009.0
47.0,24.0,1009.0
47.0,24.0,1009.0
47.0,26.0,1011.0
46.0,23.0,1011.0
48.0,24.0,1013.0
48.0,24.0,1011.0
47.0,24.0,1012.0
47.0,27.0,1012.0
49.0,25.0,1011.0
48.0,25.0,1012.0
46.0,23.0,1011.0
46.0,24.0,1011.0
44.0,23.0,1010.0
47.0,24.0,1011.0
45.0,24.0,1011.0
46.0,24.0,1012.0
46.0,24.0,1013.0
47.0,25.0,1013.0
44.0,22.0,1014.0
46.0,25.0,1015.0
44.0,24.0,1014.0
51.0,16.0,1016.0
49.0,31.0,1016.0
51.0,31.0,1014.0
61.0,59.0,1017.0
59.0,52.0,1019.0
-12.0,33.0,969.0
0.0,45.0,983.0
30.0,42.0,1012.0
37.0,46.0,1019.0
34.0,43.0,1011.0
24.0,17.0,996.0
49.0,29.0,1017.0
56.0,39.0,1014.0
53.0,34.0,1011.0
52.0,34.0,1011.0
57.0,34.0,1012.0
71.0,72.0,1014.0
54.0,54.0,1011.0
44.0,54.0,1007.0
57.0,55.0,1013.0
49.0,52.0,1015.0
53.0,55.0,1015.0
52.0,53.0,1013.0
48.0,53.0,1010.0
45.0,51.0,1007.0
44.0,50.0,1008.0
43.0,51.0,1007.0
47.0,53.0,1010.0
48.0,53.0,1010.0
50.0,52.0,1013.0
48.0,54.0,1012.0
49.0,53.0,1014.0
51.0,54.0,1014.0
49.0,53.0,1013.0
52.0,53.0,1013.0
49.0,53.0,1012.0
48.0,53.0,1012.0
50.0,53.0,1013.0
53.0,53.0,1016.0
51.0,53.0,1015.0
50.0,53.0,1015.0
52.0,52.0,1014.0
50.0,53.0,1013.0
52.0,54.0,1015.0
52.0,53.0,1015.0
53.0,54.0,1017.0
54.0,53.0,1016.0
52.0,51.0,1015.0
50.0,52.0,1015.0
50.0,54.0,1014.0
51.0,53.0,1013.0
53.0,53.0,1016.0
55.0,53.0,1016.0
53.0,53.0,1014.0
52.0,53.0,1011.0
49.0,53.0,1009.0
52.0,53.0,1011.0
50.0,53.0,1009.0
50.0,55.0,1010.0
51.0,53.0,1012.0
54.0,55.0,1013.0
56.0,55.0,1014.0
56.0,54.0,1014.0
51.0,54.0,1009.0
51.0,53.0,1010.0
54.0,53.0,1013.0
54.0,53.0,1012.0
53.0,54.0,1012.0
54.0,53.0,1014.0
53.0,55.0,1013.0
54.0,55.0,1014.0
53.0,54.0,1014.0
49.0,53.0,1009.0
50.0,52.0,1011.0
50.0,52.0,1011.0
53.0,54.0,1013.0
52.0,54.0,1012.0
51.0,53.0,1012.0
53.0,51.0,1013.0
48.0,53.0,1009.0
48.0,53.0,1009.0
47.0,52.0,1010.0
50.0,54.0,1011.0
50.0,53.0,1011.0
51.0,54.0,1009.0
55.0,55.0,1014.0
58.0,57.0,1019.0
51.0,50.0,1016.0
58.0,56.0,1017.0
51.0,53.0,1009.0
52.0,42.0,1015.0
52.0,53.0,1011.0
55.0,56.0,1013.0
62.0,56.0,1019.0
55.0,52.0,1012.0
54.0,55.0,1011.0
57.0,52.0,1014.0
70.0,55.0,1026.0
54.0,53.0,1011.0
58.0,56.0,1018.0
56.0,53.0,1012.0
56.0,54.0,1011.0
55.0,53.0,1011.0
56.0,54.0,1011.0
54.0,55.0,1010.0
54.0,53.0,1010.0
55.0,54.0,1010.0
54.0,54.0,1010.0
54.0,55.0,1010.0
55.0,53.0,1009.0
54.0,55.0,1010.0
55.0,54.0,1011.0
54.0,52.0,1009.0
55.0,54.0,1011.0
54.0,55.0,1010.0
54.0,56.0,1009.0
55.0,52.0,1010.0
55.0,53.0,1009.0
54.0,56.0,1009.0
55.0,53.0,1011.0
55.0,54.0,1010.0
54.0,55.0,1013.0
42.0,31.0,1011.0
49.0,30.0,1011.0
50.0,29.0,1011.0
49.0,29.0,1011.0
49.0,29.0,1011.0
50.0,31.0,1011.0
50.0,29.0,1011.0
48.0,27.0,1009.0
48.0,28.0,1010.0
49.0,28.0,1011.0
49.0,27.0,1013.0
50.0,29.0,1012.0
49.0,29.0,1012.0
48.0,28.0,1013.0
48.0,27.0,1012.0
48.0,28.0,1014.0
48.0,28.0,1013.0
49.0,28.0,1015.0
48.0,27.0,1016.0
48.0,27.0,1014.0
48.0,27.0,1014.0
48.0,28.0,1014.0
49.0,28.0,1015.0
49.0,27.0,1015.0
48.0,27.0,1015.0
49.0,27.0,1015.0
48.0,28.0,1017.0
48.0,28.0,1016.0
49.0,27.0,1016.0
48.0,27.0,1016.0
48.0,27.0,1017.0
47.0,26.0,1016.0
48.0,27.0,1017.0
49.0,29.0,1016.0
49.0,27.0,1016.0
49.0,28.0,1017.0
48.0,27.0,1016.0
48.0,27.0,1016.0
